,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
209,Pennsylvania Governor - Corbett vs. Onorato,Rasmussen Reports,"Corbett 49, Onorato 33",Corbett +16,2010-06-07,2010.0
210,California Governor - Republican Primary,SurveyUSA,"Whitman 59, Poizner 30",Whitman +29,2010-06-08,2010.0
211,Florida Governor - McCollum vs. Sink vs. Chiles,Quinnipiac,"McCollum 33, Sink 25, Chiles 19",McCollum +8,2010-06-09,2010.0
212,Florida Governor - Scott vs. Sink vs. Chiles,Quinnipiac,"Scott 35, Sink 26, Chiles 13",Scott +9,2010-06-09,2010.0
213,Alabama Governor - Byrne vs. Sparks,Rasmussen Reports,"Byrne 49, Sparks 40",Byrne +9,2010-06-09,2010.0
214,Alabama Governor - Bentley vs. Sparks,Rasmussen Reports,"Bentley 56, Sparks 37",Bentley +19,2010-06-09,2010.0
215,Florida Governor - Republican Primary,Quinnipiac,"Scott 44, McCollum 31",Scott +13,2010-06-10,2010.0
216,Connecticut Governor - Democratic Primary,Quinnipiac,"Lamont 39, Malloy 22",Lamont +17,2010-06-10,2010.0
217,Illinois Governor - Brady vs. Quinn,Rasmussen Reports,"Brady 47, Quinn 36",Brady +11,2010-06-10,2010.0
218,California Governor - Whitman vs. Brown,Rasmussen Reports,"Brown 45, Whitman 44",Brown +1,2010-06-10,2010.0
219,Oregon Governor - Dudley vs. Kitzhaber,SurveyUSA,"Dudley 47, Kitzhaber 40",Dudley +7,2010-06-11,2010.0
220,Maryland Governor - Ehrlich vs. O'Malley,Rasmussen Reports,"O'Malley 45, Ehrlich 45",Tie,2010-06-11,2010.0
221,Maine Governor - LePage vs. Mitchell vs. Cutler,Rasmussen Reports,"LePage 43, Mitchell 36, Cutler 7",LePage +7,2010-06-11,2010.0
222,South Carolina Governor - Haley vs. Sheheen,Rasmussen Reports,"Haley 55, Sheheen 34",Haley +21,2010-06-14,2010.0
223,New York Governor - Lazio vs. Cuomo,Siena,"Cuomo 60, Lazio 24",Cuomo +36,2010-06-14,2010.0
224,South Carolina Governor - Barrett vs. Sheheen,Rasmussen Reports,"Barrett 46, Sheheen 38",Barrett +8,2010-06-14,2010.0
225,New York Governor - Republican Primary,Siena,"Lazio 45, Paladino 18",Lazio +27,2010-06-14,2010.0
226,Michigan Governor - Snyder vs. Bernero,Rasmussen Reports,"Snyder 42, Bernero 30",Snyder +12,2010-06-14,2010.0
227,Michigan Governor - Hoekstra vs. Bernero,Rasmussen Reports,"Hoekstra 39, Bernero 36",Hoekstra +3,2010-06-14,2010.0
228,Michigan Governor - Snyder vs. Dillon,Rasmussen Reports,"Snyder 41, Dillon 33",Snyder +8,2010-06-14,2010.0
229,Michigan Governor - Hoekstra vs. Dillon,Rasmussen Reports,"Hoekstra 40, Dillon 35",Hoekstra +5,2010-06-14,2010.0
230,Michigan Governor - Cox vs. Dillon,Rasmussen Reports,"Cox 39, Dillon 37",Cox +2,2010-06-14,2010.0
231,Michigan Governor - Cox vs. Bernero,Rasmussen Reports,"Cox 40, Bernero 34",Cox +6,2010-06-14,2010.0
232,South Dakota Governor - Daugaard vs. Heidepriem,Rasmussen Reports,"Daugaard 52, Heidepreim 36",Daugaard +16,2010-06-15,2010.0
233,Colorado Governor - McInnis vs. Hickenlooper,Rasmussen Reports,"McInnis 46, Hickenlooper 41",McInnis +5,2010-06-16,2010.0
234,Colorado Governor - Maes vs. Hickenlooper,Rasmussen Reports,"Maes 41, Hickenlooper 41",Tie,2010-06-16,2010.0
235,Illinois Governor - Brady vs. Quinn,PPP (D),"Brady 34, Quinn 30",Brady +4,2010-06-16,2010.0
236,Iowa Governor - Branstad vs. Culver,Rasmussen Reports,"Branstad 57, Culver 31",Branstad +26,2010-06-16,2010.0
237,Michigan Governor - Republican Primary,Magellan Strategies (R),"Hoekstra 26, Snyder 20, Cox 16, Bouchard 11",Hoekstra +6,2010-06-16,2010.0
238,Michigan Governor - Republican Primary,Inside MI Politics/PPC,"Hoekstra 21, Snyder 15, Cox 10, Bouchard 10",Hoekstra +6,2010-06-17,2010.0
239,Tennessee Governor - Wamp vs. McWherter,Rasmussen Reports,"Wamp 44, McWherter 33",Wamp +11,2010-06-17,2010.0
240,Tennessee Governor - Haslam vs. McWherter,Rasmussen Reports,"Haslam 50, McWherter 32",Haslam +18,2010-06-17,2010.0
241,Tennessee Governor - Ramsey vs. McWherter,Rasmussen Reports,"Ramsey 44, McWherter 33",Ramsey +11,2010-06-17,2010.0
242,Michigan Governor - Democratic Primary,Inside MI Politics/PPC,"Dillon 14, Bernero 10",Dillon +4,2010-06-17,2010.0
243,Texas Governor - Perry vs. White,Rasmussen Reports,"Perry 48, White 40",Perry +8,2010-06-18,2010.0
244,Oklahoma Governor - Fallin vs. Askins,Sooner Poll,"Fallin 49, Askins 36",Fallin +13,2010-06-18,2010.0
245,Oklahoma Governor - Fallin vs. Edmondson,Sooner Poll,"Fallin 50, Edmondson 35",Fallin +15,2010-06-18,2010.0
246,Oklahoma Governor - Democratic Primary,Sooner Poll,"Edmondson 37, Askins 36",Edmondson +1,2010-06-18,2010.0
247,Minnesota Governor - Democratic Primary,SurveyUSA,"Dayton 39, Kelliher 26, Entenza 22",Dayton +13,2010-06-18,2010.0
248,Minnesota Governor - Emmer vs. Dayton vs. Horner,SurveyUSA,"Dayton 38, Emmer 35, Horner 12",Dayton +3,2010-06-18,2010.0
249,Minnesota Governor - Emmer vs. Kelliher vs. Horner,SurveyUSA,"Emmer 35, Kelliher 33, Horner 12",Emmer +2,2010-06-18,2010.0
250,Minnesota Governor - Emmer vs. Entenza vs. Horner,SurveyUSA,"Emmer 37, Entenza 33, Horner 12",Emmer +4,2010-06-18,2010.0
251,Arkansas Governor - Keet vs. Beebe,Rasmussen Reports,"Beebe 57, Keet 33",Beebe +24,2010-06-18,2010.0
252,Florida Governor - Republican Primary,FL Chamber of Commerce,"Scott 35, McCollum 30",Scott +5,2010-06-19,2010.0
253,Florida Governor - McCollum vs. Sink vs. Chiles,FL Chamber of Commerce,"McCollum 31, Sink 26, Chiles 15",McCollum +5,2010-06-19,2010.0
254,Florida Governor - Scott vs. Sink vs. Chiles,FL Chamber of Commerce,"Scott 30, Sink 26, Chiles 15",Scott +4,2010-06-19,2010.0
255,Michigan Governor - Republican Primary,EPIC-MRA,"Hoekstra 24, Snyder 20, Cox 26, Bouchard 16",Cox +2,2010-06-19,2010.0
256,Michigan Governor - Democratic Primary,EPIC-MRA,"Dillon 34, Bernero 24",Dillon +10,2010-06-19,2010.0
257,Colorado Governor - Maes vs. Hickenlooper,Denver Post/SurveyUSA,"Hickenlooper 44, Maes 45",Maes +1,2010-06-20,2010.0
258,Colorado Governor - McInnis vs. Hickenlooper,Denver Post/SurveyUSA,"McInnis 47, Hickenlooper 43",McInnis +4,2010-06-20,2010.0
259,Colorado Governor - Maes vs. Hickenlooper,Denver Post/SurveyUSA,"Maes 45, Hickenlooper 44",Maes +1,2010-06-20,2010.0
260,Colorado Governor - Republican Primary,Denver Post/SurveyUSA,"McInnis 57, Maes 29",McInnis +28,2010-06-20,2010.0
261,Arizona Governor - Republican Primary,Rasmussen Reports,"Brewer 61, Mills 16, Martin 12",Brewer +45,2010-06-21,2010.0
262,Texas Governor - Perry vs. White,PPP (D),"Perry 43, White 43",Tie,2010-06-22,2010.0
263,Oregon Governor - Dudley vs. Kitzhaber,Rasmussen Reports,"Dudley 47, Kitzhaber 45",Dudley +2,2010-06-22,2010.0
264,Georgia Governor - Republican Primary,SurveyUSA,"Handel 18, Deal 17, Oxendine 34, Johnson 6",Oxendine +16,2010-06-22,2010.0
265,New York Governor - Lazio vs. Cuomo,Quinnipiac,"Cuomo 58, Lazio 26",Cuomo +32,2010-06-22,2010.0
266,Georgia Governor - Democratic Primary,SurveyUSA,"Barnes 63, Baker 13",Barnes +50,2010-06-22,2010.0
267,New York Governor - Republican Primary,Quinnipiac,"Lazio 46, Paladino 17",Lazio +29,2010-06-22,2010.0
268,Georgia Governor - Republican Primary,SurveyUSA,"Oxendine 34, Handel 18, Deal 17, Johnson 6",Oxendine +16,2010-06-22,2010.0
269,New Mexico Governor - Martinez vs. Denish,Magellan Strategies (R),"Martinez 44, Denish 43",Martinez +1,2010-06-23,2010.0
270,Massachusetts Governor - Baker vs. Patrick vs. Cahill,Rasmussen Reports,"Patrick 41, Baker 34, Cahill 16",Patrick +7,2010-06-23,2010.0
271,Pennsylvania Governor - Corbett vs. Onorato,PPP (D),"Corbett 45, Onorato 35",Corbett +10,2010-06-23,2010.0
272,Wisconsin Governor - Walker vs. Barrett,Rasmussen Reports,"Walker 49, Barrett 41",Walker +8,2010-06-23,2010.0
273,Vermont Governor - Dubie vs. Markowitz,Rasmussen Reports,"Dubie 47, Markowitz 40",Dubie +7,2010-06-23,2010.0
274,Vermont Governor - Dubie vs. Racine,Rasmussen Reports,"Dubie 51, Racine 36",Dubie +15,2010-06-23,2010.0
275,Vermont Governor - Dubie vs. Shumlin,Rasmussen Reports,"Dubie 55, Shumlin 36",Dubie +19,2010-06-23,2010.0
276,Vermont Governor - Dubie vs. Dunne,Rasmussen Reports,"Dubie 52, Dunne 32",Dubie +20,2010-06-23,2010.0
277,Vermont Governor - Dubie vs. Bartlett,Rasmussen Reports,"Dubie 55, Bartlett 29",Dubie +26,2010-06-23,2010.0
278,Wisconsin Governor - Neumann vs. Barrett,Rasmussen Reports,"Neumann 47, Barrett 39",Neumann +8,2010-06-23,2010.0
279,Nevada Governor - Sandoval vs. Reid,Rasmussen Reports,"Sandoval 55, Reid 33",Sandoval +22,2010-06-25,2010.0
280,Wyoming Governor - Mead vs. Peterson,Rasmussen Reports,"Mead 49, Peterson 22",Mead +27,2010-06-26,2010.0
281,Wyoming Governor - Meyer vs. Peterson,Rasmussen Reports,"Meyer 51, Peterson 23",Meyer +28,2010-06-26,2010.0
282,Wyoming Governor - Simpson vs. Peterson,Rasmussen Reports,"Simpson 44, Peterson 28",Simpson +16,2010-06-26,2010.0
283,Wyoming Governor - Meyer vs. Gosar,Rasmussen Reports,"Meyer 52, Gosar 23",Meyer +29,2010-06-26,2010.0
284,Wyoming Governor - Mead vs. Gosar,Rasmussen Reports,"Mead 51, Gosar 23",Mead +28,2010-06-26,2010.0
285,Wyoming Governor - Simpson vs. Gosar,Rasmussen Reports,"Simpson 51, Gosar 24",Simpson +27,2010-06-26,2010.0
286,Wyoming Governor - Micheli vs. Gosar,Rasmussen Reports,"Micheli 46, Gosar 28",Micheli +18,2010-06-26,2010.0
287,Wyoming Governor - Micheli vs. Peterson,Rasmussen Reports,"Micheli 47, Peterson 27",Micheli +20,2010-06-26,2010.0
288,Massachusetts Governor - Baker vs. Patrick vs. Cahill,Boston Globe/UNH,"Patrick 38, Baker 31, Cahill 9",Patrick +7,2010-06-27,2010.0
289,Utah Governor Special Election - Herbert vs. Corroon,Rasmussen Reports,"Herbert 58, Corroon 31",Herbert +27,2010-06-28,2010.0
290,South Carolina Governor - Haley vs. Sheheen,Rasmussen Reports,"Haley 52, Sheheen 40",Haley +12,2010-06-28,2010.0
291,New York Governor - Lazio vs. Cuomo,Rasmussen Reports,"Cuomo 55, Lazio 28",Cuomo +27,2010-06-29,2010.0
292,Ohio Governor - Kasich vs. Strickland,PPP (D),"Kasich 43, Strickland 41",Kasich +2,2010-06-29,2010.0
293,Ohio Governor - Kasich vs. Strickland,Quinnipiac,"Kasich 38, Strickland 43",Strickland +5,2010-06-29,2010.0
294,California Governor - Whitman vs. Brown,Reuters/Ipsos,"Whitman 39, Brown 45",Brown +6,2010-06-30,2010.0
295,Hawaii Governor - Carroll vs. Abercrombie,Rasmussen Reports,"Abercrombie 59, Carroll 30",Abercrombie +29,2010-06-30,2010.0
296,Hawaii Governor - Carroll vs. Hannemann,Rasmussen Reports,"Hannemann 57, Carroll 23",Hannemann +34,2010-06-30,2010.0
297,Hawaii Governor - Aiona vs. Hannemann,Rasmussen Reports,"Hannemann 52, Aiona 30",Hannemann +22,2010-06-30,2010.0
298,Wisconsin Governor - Walker vs. Barrett,PPP (D),"Walker 45, Barrett 38",Walker +7,2010-06-30,2010.0
299,Hawaii Governor - Aiona vs. Abercrombie,Rasmussen Reports,"Abercrombie 58, Aiona 32",Abercrombie +26,2010-06-30,2010.0
300,Arizona Governor - Brewer vs. Goddard,Rasmussen Reports,"Brewer 53, Goddard 35",Brewer +18,2010-07-01,2010.0
301,Oregon Governor - Dudley vs. Kitzhaber,Magellan Strategies (R),"Dudley 41, Kitzhaber 40",Dudley +1,2010-07-01,2010.0
302,Georgia Governor - Republican Primary,Insider Advantage,"Handel 18, Deal 12, Oxendine 18, Johnson 8",Tie,2010-07-02,2010.0
303,Maryland Governor - Ehrlich vs. O'Malley,Magellan Strategies (R),"Ehrlich 46, O'Malley 43",Ehrlich +3,2010-07-02,2010.0
304,Ohio Governor - Kasich vs. Strickland,Rasmussen Reports,"Kasich 47, Strickland 40",Kasich +7,2010-07-05,2010.0
305,Pennsylvania Governor - Corbett vs. Onorato,Rasmussen Reports,"Corbett 49, Onorato 39",Corbett +10,2010-07-06,2010.0
306,Kansas Governor - Brownback vs. Holland,Rasmussen Reports,"Brownback 59, Holland 31",Brownback +28,2010-07-06,2010.0
307,Oklahoma Governor - Fallin vs. Edmondson,Rasmussen Reports,"Fallin 48, Edmondson 39",Fallin +9,2010-07-07,2010.0
308,Oklahoma Governor - Fallin vs. Askins,Rasmussen Reports,"Fallin 55, Askins 32",Fallin +23,2010-07-07,2010.0
309,California Governor - Whitman vs. Brown,Field,"Whitman 43, Brown 44",Brown +1,2010-07-07,2010.0
310,Georgia Governor - Republican Primary,SurveyUSA,"Handel 23, Deal 12, Oxendine 32, Johnson 12",Oxendine +9,2010-07-09,2010.0
311,Tennessee Governor - Republican Primary,WSMV - Nashville,"Haslam 32, Wamp 21, Ramsey 11",Haslam +11,2010-07-09,2010.0
312,Georgia Governor - Democratic Primary,SurveyUSA,"Barnes 56, Baker 18",Barnes +38,2010-07-09,2010.0
313,Tennessee Governor - Haslam vs. McWherter,WSMV - Nashville,"Haslam 60, McWherter 34",Haslam +26,2010-07-09,2010.0
314,Tennessee Governor - Ramsey vs. McWherter,WSMV - Nashville,"Ramsey 51, McWherter 41",Ramsey +10,2010-07-09,2010.0
315,Illinois Governor - Brady vs. Quinn,Rasmussen Reports,"Brady 43, Quinn 40",Brady +3,2010-07-09,2010.0
316,Tennessee Governor - Wamp vs. McWherter,WSMV - Nashville,"Wamp 59, McWherter 35",Wamp +24,2010-07-09,2010.0
317,South Dakota Governor - Daugaard vs. Heidepriem,Rasmussen Reports,"Daugaard 52, Heidepreim 35",Daugaard +17,2010-07-10,2010.0
318,Georgia Governor - Democratic Primary,Insider Advantage,"Barnes 59, Baker 15",Barnes +44,2010-07-11,2010.0
319,Maryland Governor - Ehrlich vs. O'Malley,Rasmussen Reports,"Ehrlich 47, O'Malley 46",Ehrlich +1,2010-07-12,2010.0
320,Florida Governor - McCollum vs. Sink vs. Chiles,Reuters/Ipsos,"Sink 31, McCollum 30, Chiles 12",Sink +1,2010-07-13,2010.0
321,Florida Governor - Scott vs. Sink vs. Chiles,Reuters/Ipsos,"Scott 34, Sink 31, Chiles 13",Scott +3,2010-07-13,2010.0
322,Maryland Governor - Ehrlich vs. O'Malley,PPP (D),"Ehrlich 42, O'Malley 45",O'Malley +3,2010-07-13,2010.0
323,California Governor - Whitman vs. Brown,SurveyUSA,"Whitman 46, Brown 39",Whitman +7,2010-07-13,2010.0
324,Pennsylvania Governor - Corbett vs. Onorato,Quinnipiac,"Corbett 44, Onorato 37",Corbett +7,2010-07-13,2010.0
325,Georgia Governor - Republican Primary,Magellan Strategies (R),"Handel 32, Deal 18, Oxendine 18, Johnson 12",Handel +14,2010-07-14,2010.0
326,Connecticut Governor - Democratic Primary,Quinnipiac,"Lamont 46, Malloy 37",Lamont +9,2010-07-15,2010.0
327,Georgia Governor - Republican Primary,Rasmussen Reports,"Handel 25, Deal 25, Oxendine 20, Johnson 13",Tie,2010-07-15,2010.0
328,Georgia Governor - Democratic Primary,Mason-Dixon,"Barnes 54, Baker 20",Barnes +34,2010-07-15,2010.0
329,Georgia Governor - Republican Primary,Mason-Dixon,"Handel 23, Deal 18, Oxendine 31, Johnson 6",Oxendine +8,2010-07-15,2010.0
330,Georgia Governor - Republican Primary,Insider Advantage,"Handel 24, Deal 16, Oxendine 15, Johnson 13",Handel +8,2010-07-15,2010.0
331,Connecticut Governor - Foley vs. Lamont,Quinnipiac,"Lamont 45, Foley 33",Lamont +12,2010-07-15,2010.0
332,Connecticut Governor - Foley vs. Malloy,Quinnipiac,"Malloy 44, Foley 33",Malloy +11,2010-07-15,2010.0
333,California Governor - Whitman vs. Brown,Rasmussen Reports,"Whitman 47, Brown 46",Whitman +1,2010-07-15,2010.0
334,Texas Governor - Perry vs. White,Rasmussen Reports,"Perry 50, White 41",Perry +9,2010-07-15,2010.0
335,Connecticut Governor - Republican Primary,Quinnipiac,"Foley 48, Fedele 13, Griebel 7",Foley +35,2010-07-15,2010.0
336,Nevada Governor - Sandoval vs. Reid,Rasmussen Reports,"Sandoval 57, Reid 36",Sandoval +21,2010-07-15,2010.0
337,New York Governor - Lazio vs. Cuomo,Siena,"Cuomo 60, Lazio 28",Cuomo +32,2010-07-15,2010.0
338,Pennsylvania Governor - Corbett vs. Onorato,Rasmussen Reports,"Corbett 48, Onorato 38",Corbett +10,2010-07-16,2010.0
339,Colorado Governor - McInnis vs. Hickenlooper,Rasmussen Reports,"McInnis 43, Hickenlooper 45",Hickenlooper +2,2010-07-16,2010.0
340,Colorado Governor - Maes vs. Hickenlooper,Rasmussen Reports,"Hickenlooper 46, Maes 43",Hickenlooper +3,2010-07-16,2010.0
341,Georgia Governor - Democratic Primary,Rasmussen Reports,"Barnes 59, Baker 16",Barnes +43,2010-07-16,2010.0
342,Alaska Governor - Parnell vs. French,Rasmussen Reports,"Parnell 57, French 29",Parnell +28,2010-07-17,2010.0
343,Alaska Governor - Parnell vs. Berkowitz,Rasmussen Reports,"Parnell 53, Berkowitz 34",Parnell +19,2010-07-17,2010.0
344,Wisconsin Governor - Walker vs. Barrett,Rasmussen Reports,"Walker 48, Barrett 44",Walker +4,2010-07-17,2010.0
345,Nevada Governor - Sandoval vs. Reid,Las Vegas Review-Journal,"Sandoval 47, Reid 36",Sandoval +11,2010-07-17,2010.0
346,Georgia Governor - Republican Primary,Mason-Dixon,"Handel 29, Deal 20, Oxendine 22, Johnson 13",Handel +7,2010-07-18,2010.0
347,Arkansas Governor - Keet vs. Beebe,Talk Business Poll,"Beebe 50, Keet 41",Beebe +9,2010-07-18,2010.0
348,Georgia Governor - Republican Primary,Magellan Strategies (R),"Handel 38, Deal 20, Oxendine 12, Johnson 17",Handel +18,2010-07-19,2010.0
349,Michigan Governor - Republican Primary,Detroit News,"Hoekstra 26, Snyder 20, Cox 26, Bouchard 12",Tie,2010-07-19,2010.0
350,Michigan Governor - Republican Primary,Detroit News,"Hoekstra 26, Cox 26, Snyder 20, Bouchard 12",Tie,2010-07-19,2010.0
351,Arizona Governor - Brewer vs. Goddard,Behavior Research Center,"Brewer 45, Goddard 25",Brewer +20,2010-07-19,2010.0
352,Michigan Governor - Democratic Primary,Detroit News,"Dillon 34, Bernero 25",Dillon +9,2010-07-20,2010.0
353,Arkansas Governor - Keet vs. Beebe,Reuters/Ipsos,"Beebe 57, Keet 35",Beebe +22,2010-07-20,2010.0
354,Maine Governor - LePage vs. Mitchell vs. Cutler,Rasmussen Reports,"LePage 39, Mitchell 31, Cutler 15",LePage +8,2010-07-20,2010.0
355,Ohio Governor - Kasich vs. Strickland,Rasmussen Reports,"Kasich 48, Strickland 43",Kasich +5,2010-07-21,2010.0
356,Florida Governor - McCollum vs. Sink vs. Chiles,PPP (D),"Sink 37, McCollum 23, Chiles 14",Sink +14,2010-07-21,2010.0
357,Florida Governor - Scott vs. Sink vs. Chiles,PPP (D),"Sink 36, Scott 30, Chiles 13",Sink +6,2010-07-21,2010.0
358,Nevada Governor - Sandoval vs. Reid,PPP (D),"Sandoval 52, Reid 38",Sandoval +14,2010-07-21,2010.0
359,Minnesota Governor - Emmer vs. Dayton vs. Horner,Rasmussen Reports,"Dayton 40, Emmer 36, Horner 10",Dayton +4,2010-07-21,2010.0
360,Minnesota Governor - Emmer vs. Kelliher vs. Horner,Rasmussen Reports,"Kelliher 40, Emmer 35, Horner 11",Kelliher +5,2010-07-21,2010.0
361,Idaho Governor - Otter vs. Allred,Rasmussen Reports,"Otter 53, Allred 36",Otter +17,2010-07-21,2010.0
362,Florida Governor - Scott vs. Sink vs. Chiles,PPP (D),"Scott 30, Sink 36, Chiles 13",Sink +6,2010-07-21,2010.0
363,Minnesota Governor - Emmer vs. Entenza vs. Horner,Rasmussen Reports,"Entenza 37, Emmer 36, Horner 12",Entenza +1,2010-07-21,2010.0
364,New York Governor - Paladino vs. Cuomo,Rasmussen Reports,"Cuomo 58, Paladino 29",Cuomo +29,2010-07-22,2010.0
365,Florida Governor - Republican Primary,PPP (D),"Scott 43, McCollum 29",Scott +14,2010-07-22,2010.0
366,Georgia Governor - Deal vs. Barnes,Rasmussen Reports,"Deal 49, Barnes 43",Deal +6,2010-07-22,2010.0
367,New York Governor - Lazio vs. Cuomo,Rasmussen Reports,"Cuomo 58, Lazio 27",Cuomo +31,2010-07-22,2010.0
368,Arkansas Governor - Keet vs. Beebe,Rasmussen Reports,"Beebe 50, Keet 40",Beebe +10,2010-07-22,2010.0
369,Georgia Governor - Handel vs. Barnes,Rasmussen Reports,"Barnes 44, Handel 45",Handel +1,2010-07-22,2010.0
370,Arizona Governor - Brewer vs. Goddard,Rasmussen Reports,"Brewer 56, Goddard 37",Brewer +19,2010-07-23,2010.0
371,Rhode Island Governor - Chafee vs. Caprio vs. Robitaille,Rasmussen Reports,"Chafee 37, Caprio 30, Robitaille 23",Chafee +7,2010-07-23,2010.0
372,Tennessee Governor - Wamp vs. McWherter,Mason-Dixon,"Wamp 45, McWherter 38",Wamp +7,2010-07-26,2010.0
373,Tennessee Governor - Republican Primary,Mason-Dixon,"Haslam 36, Wamp 25, Ramsey 20",Haslam +11,2010-07-26,2010.0
374,Tennessee Governor - Haslam vs. McWherter,Mason-Dixon,"Haslam 49, McWherter 31",Haslam +18,2010-07-26,2010.0
375,Tennessee Governor - Ramsey vs. McWherter,Mason-Dixon,"Ramsey 43, McWherter 38",Ramsey +5,2010-07-26,2010.0
376,Oklahoma Governor - Fallin vs. Askins,Sooner Poll,"Fallin 46, Askins 40",Fallin +6,2010-07-26,2010.0
377,Oklahoma Governor - Democratic Primary,Sooner Poll,"Edmondson 49, Askins 33",Edmondson +16,2010-07-26,2010.0
378,Oklahoma Governor - Democratic Primary,Cole Hargrave Snodgrass & Associates,"Edmondson 38, Askins 27",Edmondson +11,2010-07-26,2010.0
379,Oklahoma Governor - Fallin vs. Edmondson,Sooner Poll,"Fallin 47, Edmondson 39",Fallin +8,2010-07-26,2010.0
380,Massachusetts Governor - Baker vs. Patrick vs. Cahill,Rasmussen Reports,"Patrick 38, Baker 32, Cahill 17",Patrick +6,2010-07-26,2010.0
381,Maryland Governor - Ehrlich vs. O'Malley,Gonzales Res.,"O'Malley 45, Ehrlich 42",O'Malley +3,2010-07-27,2010.0
382,Oregon Governor - Dudley vs. Kitzhaber,Rasmussen Reports,"Dudley 47, Kitzhaber 44",Dudley +3,2010-07-27,2010.0
383,California Governor - Whitman vs. Brown,PPP (D),"Brown 46, Whitman 40",Brown +6,2010-07-28,2010.0
384,New York Governor - Lazio vs. Cuomo,Quinnipiac,"Cuomo 56, Lazio 26",Cuomo +30,2010-07-28,2010.0
385,New York Governor - Republican Primary,Quinnipiac,"Lazio 39, Paladino 23",Lazio +16,2010-07-28,2010.0
386,New Hampshire Governor - Republican Primary,PPP (D),"Stephen 26, Kimball 15, Testerman 5",Stephen +11,2010-07-28,2010.0
387,Alabama Governor - Bentley vs. Sparks,Rasmussen Reports,"Bentley 55, Sparks 35",Bentley +20,2010-07-28,2010.0
388,New York Governor - Paladino vs. Cuomo,Quinnipiac,"Cuomo 55, Paladino 25",Cuomo +30,2010-07-28,2010.0
389,California Governor - Whitman vs. Brown,PPIC,"Brown 37, Whitman 34",Brown +3,2010-07-29,2010.0
